idhor;iddesserte;arriveetheorique;departtheorique;arrivee;depart;fiable;ts_maj;mnemoligne;nomligne;dest;codeparcours;ordre;mnemoarret;nomarret;numarret;coordonnees
268487210;269163801;2021-03-08T21:09:00+01:00;2021-03-08T21:09:00+01:00;2021-03-08T21:09:00+01:00;2021-03-08T21:09:00+01:00;T;2021-03-08T05:06:56+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;CLINIQUE > L'HOIRIE 9.0;9492;GDMAIN-E;GRAND MAINE;15461;47.467356,-0.59357185
268487213;269163804;2021-03-08T21:11:18+01:00;2021-03-08T21:11:18+01:00;2021-03-08T21:11:18+01:00;2021-03-08T21:11:18+01:00;T;2021-03-08T05:06:56+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;CLINIQUE > L'HOIRIE 9.0;10230;JEAN MON;JEAN MONNET;12810;47.46559,-0.60146549
268487217;269163808;2021-03-08T21:14:18+01:00;2021-03-08T21:14:18+01:00;2021-03-08T21:14:18+01:00;2021-03-08T21:14:18+01:00;T;2021-03-08T05:06:56+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;CLINIQUE > L'HOIRIE 9.0;11197;PROUDH-E;PROUDHON;30177;47.461635,-0.60335774
268487224;269177089;2021-03-08T21:19:01+01:00;2021-03-08T21:19:01+01:00;2021-03-08T21:19:01+01:00;2021-03-08T21:19:01+01:00;T;2021-03-08T05:06:56+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;TEST NOIR;Rentrée L'Hoirie > CTB;0;LHOIRI-E;L'HOIRIE;7844;47.467078,-0.61832618
268487225;269177090;2021-03-08T21:38:00+01:00;2021-03-08T21:38:00+01:00;2021-03-08T21:38:00+01:00;2021-03-08T21:38:00+01:00;T;2021-03-08T05:06:56+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;TEST NOIR;Rentrée L'Hoirie > CTB;9400;RDCTB;DEPOT C T B;26006;47.495794,-0.56873426
268491811;270326273;2021-03-08T06:50:00+01:00;2021-03-08T06:50:00+01:00;2021-03-08T06:50:00+01:00;2021-03-08T06:50:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;PAS EN SERVICE;Sortie Voisin > Domaine du Val;0;DEP VOIS;DEPOT VOISIN;790167;47.474392,-0.34430627
268491817;270315525;2021-03-08T07:23:58+01:00;2021-03-08T07:23:58+01:00;2021-03-08T07:23:58+01:00;2021-03-08T07:23:58+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;1356;PISCJUIG;PISCINE C. MUFFAT;6185;47.534038,-0.61651686
268491827;270315535;2021-03-08T07:40:32+01:00;2021-03-08T07:40:32+01:00;2021-03-08T07:40:32+01:00;2021-03-08T07:40:32+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;9621;LECUIT;LECUIT;25536;47.489224,-0.56298423
268491829;270315537;2021-03-08T07:43:03+01:00;2021-03-08T07:43:03+01:00;2021-03-08T07:43:03+01:00;2021-03-08T07:43:03+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;10237;BARRA;BARRA;21480;47.483711,-0.56386577
268491832;270315540;2021-03-08T07:46:08+01:00;2021-03-08T07:46:08+01:00;2021-03-08T07:46:08+01:00;2021-03-08T07:46:08+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;10966;DESCAZEA;DESCAZEAUX;5599;47.477386,-0.5659243
268491834;270315542;2021-03-08T07:48:00+01:00;2021-03-08T07:48:00+01:00;2021-03-08T07:48:00+01:00;2021-03-08T07:48:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;11414;DUMESNIL;DUMESNIL;4581;47.473698,-0.56726326
268491838;270315546;2021-03-08T07:53:06+01:00;2021-03-08T07:53:06+01:00;2021-03-08T07:53:06+01:00;2021-03-08T07:53:06+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;12529;ACADEMIE;ACADEMIE;913399;47.467574,-0.55911098
268491841;270315549;2021-03-08T07:55:00+01:00;2021-03-08T07:55:00+01:00;2021-03-08T07:55:00+01:00;2021-03-08T07:55:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;13169;LESGARES;LES GARES;20210;47.465129,-0.55573935
268491848;270282503;2021-03-08T08:18:01+01:00;2021-03-08T08:18:01+01:00;2021-03-08T08:18:01+01:00;2021-03-08T08:18:01+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;1610;MONPR -E;PLACE MONPROFIT;15116;47.474556,-0.56715073
268491849;270282504;2021-03-08T08:19:06+01:00;2021-03-08T08:19:06+01:00;2021-03-08T08:19:06+01:00;2021-03-08T08:19:06+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;1874;DESCAZ-E;DESCAZEAUX;25148;47.476789,-0.5660378
268491851;270282506;2021-03-08T08:21:02+01:00;2021-03-08T08:21:02+01:00;2021-03-08T08:21:02+01:00;2021-03-08T08:21:02+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;2339;STTHER-E;STE THERESE;7404;47.480596,-0.56425374
268491852;270282507;2021-03-08T08:22:08+01:00;2021-03-08T08:22:08+01:00;2021-03-08T08:22:08+01:00;2021-03-08T08:22:08+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;2700;BARRA -E;BARRA;2442;47.483821,-0.56379209
268491856;270282511;2021-03-08T08:26:00+01:00;2021-03-08T08:26:00+01:00;2021-03-08T08:26:00+01:00;2021-03-08T08:26:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;3965;AQUAVITA;AQUA VITA;52941;47.493163,-0.56527054
268491857;270282512;2021-03-08T08:33:00+01:00;2021-03-08T08:33:00+01:00;2021-03-08T08:33:00+01:00;2021-03-08T08:33:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;9139;CHENOI-E;CHEMIN NOIR;903926;47.529527,-0.59100267
268491861;270282516;2021-03-08T08:36:27+01:00;2021-03-08T08:36:27+01:00;2021-03-08T08:36:27+01:00;2021-03-08T08:36:27+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;10578;BELAIR-E;BEL AIR;15243;47.529853,-0.6072873
268491862;270282517;2021-03-08T08:37:00+01:00;2021-03-08T08:37:00+01:00;2021-03-08T08:37:00+01:00;2021-03-08T08:37:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;10875;REPMON-E;REPUBLIQUE MONTREUIL;31175;47.528923,-0.61097019
268491863;270282518;2021-03-08T08:37:47+01:00;2021-03-08T08:37:47+01:00;2021-03-08T08:37:47+01:00;2021-03-08T08:37:47+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;11265;ANAFRA-E;ANATOLE FRANCE;882585;47.531353,-0.6137895
268491864;270282519;2021-03-08T08:38:41+01:00;2021-03-08T08:38:41+01:00;2021-03-08T08:38:41+01:00;2021-03-08T08:38:41+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;11645;PISCJU-E;PISCINE C. MUFFAT;6211;47.534198,-0.6165922
268491867;270282522;2021-03-08T08:41:14+01:00;2021-03-08T08:41:14+01:00;2021-03-08T08:41:14+01:00;2021-03-08T08:41:14+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;12665;BECK-E;BECKER;67197;47.538837,-0.62212674
268491868;270282523;2021-03-08T08:42:00+01:00;2021-03-08T08:42:00+01:00;2021-03-08T08:42:00+01:00;2021-03-08T08:42:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;MONTEUIL DOMAINE DU VAL;GARES PAPIN>DOMAINE VAL 9.0;12989;DOMVATER;DOMAINE DU VAL;266184;47.536652,-0.62484962
268491879;270315531;2021-03-08T08:56:15+01:00;2021-03-08T08:56:15+01:00;2021-03-08T08:56:15+01:00;2021-03-08T08:56:15+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;3585;JEHUEZ;JEAN HUEZ;13375;47.530737,-0.5940595
268491881;270315533;2021-03-08T09:03:00+01:00;2021-03-08T09:03:00+01:00;2021-03-08T09:03:00+01:00;2021-03-08T09:03:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;9092;VERNUIT;AQUAVITA sub;2307;47.493148,-0.56548224
268491884;270315536;2021-03-08T09:06:00+01:00;2021-03-08T09:06:00+01:00;2021-03-08T09:06:00+01:00;2021-03-08T09:06:00+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;9990;BLERIOT;BLERIOT;22166;47.485923,-0.56360119
268491886;270315538;2021-03-08T09:07:55+01:00;2021-03-08T09:07:55+01:00;2021-03-08T09:07:55+01:00;2021-03-08T09:07:55+01:00;T;2021-03-08T05:06:56+01:00;13;EXPRESS MONTREUIL <> GARES;LES GARES;DOMAINE DU VAL>LES GARES 9.0;10556;STTERESE;STE THERESE;2068;47.480848,-0.56425419
268492456;270393857;2021-03-08T11:51:00+01:00;2021-03-08T11:51:00+01:00;2021-03-08T11:51:00+01:00;2021-03-08T11:51:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;PAS EN SERVICE;Sortie Voisin > Les Gares;0;DEP VOIS;DEPOT VOISIN;790167;47.474392,-0.34430627
268492464;270380551;2021-03-08T12:18:36+01:00;2021-03-08T12:18:36+01:00;2021-03-08T12:18:36+01:00;2021-03-08T12:18:36+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;1483;POISSO-E;COEUR DE MAINE;16364;47.472555,-0.55680643
268492487;270380574;2021-03-08T12:41:00+01:00;2021-03-08T12:41:00+01:00;2021-03-08T12:41:00+01:00;2021-03-08T12:41:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;14177;CHANT AR;CHANTOURTEAU;769363;47.406123,-0.62315569
268492489;270393090;2021-03-08T13:11:00+01:00;2021-03-08T13:11:00+01:00;2021-03-08T13:11:00+01:00;2021-03-08T13:11:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;TEST NOIR;Rentrée Chantourteau > Voisin;27100;DEP VOIS;DEPOT VOISIN;790167;47.474392,-0.34430627
268492496;270348037;2021-03-08T14:02:48+01:00;2021-03-08T14:02:48+01:00;2021-03-08T14:02:48+01:00;2021-03-08T14:02:48+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;LES GARES;CHANTOURTEAU > GARES 9.0;1449;PONTLAIT;PONT LAITIER;15506;47.413184,-0.61702332
268492508;270348049;2021-03-08T14:11:56+01:00;2021-03-08T14:11:56+01:00;2021-03-08T14:11:56+01:00;2021-03-08T14:11:56+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;LES GARES;CHANTOURTEAU > GARES 9.0;6054;GRCPRUNI;GROUPE COMMERCIAL;24782;47.445755,-0.60591816
268492511;270348052;2021-03-08T14:14:49+01:00;2021-03-08T14:14:49+01:00;2021-03-08T14:14:49+01:00;2021-03-08T14:14:49+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;LES GARES;CHANTOURTEAU > GARES 9.0;7825;CAMLACMA;LAC DE MAINE CAMPING;276;47.458132,-0.59704603
268492515;270348056;2021-03-08T14:22:08+01:00;2021-03-08T14:22:08+01:00;2021-03-08T14:22:08+01:00;2021-03-08T14:22:08+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;LES GARES;CHANTOURTEAU > GARES 9.0;12301;POISSONN;COEUR DE MAINE;29689;47.472349,-0.55712711
268492524;270360834;2021-03-08T14:48:00+01:00;2021-03-08T14:48:00+01:00;2021-03-08T14:48:00+01:00;2021-03-08T14:48:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;TEST NOIR;Rentrée Les Gares > Voisin;17900;DEP VOIS;DEPOT VOISIN;790167;47.474392,-0.34430627
268492530;270380548;2021-03-08T16:20:14+01:00;2021-03-08T16:20:14+01:00;2021-03-08T16:20:14+01:00;2021-03-08T16:20:14+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;596;OFFTOURI;OFFICE DE TOURISME;26477;47.468858,-0.55815867
268492537;270380555;2021-03-08T16:33:33+01:00;2021-03-08T16:33:33+01:00;2021-03-08T16:33:33+01:00;2021-03-08T16:33:33+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;6124;CAMLAC-E;LAC DE MAINE CAMPING;1059;47.457687,-0.59718081
268492540;270380558;2021-03-08T16:36:01+01:00;2021-03-08T16:36:01+01:00;2021-03-08T16:36:01+01:00;2021-03-08T16:36:01+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;7839;GRCPRU-E;GROUPE COMMERCIAL;25729;47.445567,-0.60659774
268492543;270380561;2021-03-08T16:38:03+01:00;2021-03-08T16:38:03+01:00;2021-03-08T16:38:03+01:00;2021-03-08T16:38:03+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;8909;LCHATA-E;CHATAIGNERAIE;28519;47.441235,-0.60775158
268492552;270380570;2021-03-08T16:46:17+01:00;2021-03-08T16:46:17+01:00;2021-03-08T16:46:17+01:00;2021-03-08T16:46:17+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;12413;PONTLA-E;PONT LAITIER;16421;47.413181,-0.61715574
268492553;270380571;2021-03-08T16:47:12+01:00;2021-03-08T16:47:12+01:00;2021-03-08T16:47:12+01:00;2021-03-08T16:47:12+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;12858;LAPOIN-E;LA POINTE;17596;47.409789,-0.62028281
268492555;270380573;2021-03-08T16:48:59+01:00;2021-03-08T16:48:59+01:00;2021-03-08T16:48:59+01:00;2021-03-08T16:48:59+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;13529;VIGNES-E;LES VIGNES;19033;47.408527,-0.62629909
268492556;270380574;2021-03-08T16:50:00+01:00;2021-03-08T16:50:00+01:00;2021-03-08T16:50:00+01:00;2021-03-08T16:50:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;14177;CHANT AR;CHANTOURTEAU;769363;47.406123,-0.62315569
268492567;270380553;2021-03-08T17:33:14+01:00;2021-03-08T17:33:14+01:00;2021-03-08T17:33:14+01:00;2021-03-08T17:33:14+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;5372;LACACC-E;MAISON ENVIRONNEMENT;16598;47.464033,-0.59433147
268492570;270380556;2021-03-08T17:35:42+01:00;2021-03-08T17:35:42+01:00;2021-03-08T17:35:42+01:00;2021-03-08T17:35:42+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;6951;CROISE-E;CROISETTE;29354;47.450901,-0.60036349
268492572;270380558;2021-03-08T17:37:01+01:00;2021-03-08T17:37:01+01:00;2021-03-08T17:37:01+01:00;2021-03-08T17:37:01+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;7839;GRCPRU-E;GROUPE COMMERCIAL;25729;47.445567,-0.60659774
268492578;270380564;2021-03-08T17:42:03+01:00;2021-03-08T17:42:03+01:00;2021-03-08T17:42:03+01:00;2021-03-08T17:42:03+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;10242;HAUBOU-E;HAUTS DE BOUCHEMAINE;4893;47.430476,-0.60958478
268492582;270380568;2021-03-08T17:45:35+01:00;2021-03-08T17:45:35+01:00;2021-03-08T17:45:35+01:00;2021-03-08T17:45:35+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;11594;CAMPBO-E;CAMPING BOUCHEMAINE;13123;47.419254,-0.61160378
268492606;270380560;2021-03-08T18:37:27+01:00;2021-03-08T18:37:27+01:00;2021-03-08T18:37:27+01:00;2021-03-08T18:37:27+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;8619;CLOSVIGN;CLOS VIGNE;17761;47.441543,-0.61120499
268492607;270380561;2021-03-08T18:38:03+01:00;2021-03-08T18:38:03+01:00;2021-03-08T18:38:03+01:00;2021-03-08T18:38:03+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;8909;LCHATA-E;CHATAIGNERAIE;28519;47.441235,-0.60775158
268492609;270380563;2021-03-08T18:40:00+01:00;2021-03-08T18:40:00+01:00;2021-03-08T18:40:00+01:00;2021-03-08T18:40:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;9857;ARTAUD-E;ARTAUD;14855;47.433315,-0.6108693
268492612;270380566;2021-03-08T18:42:14+01:00;2021-03-08T18:42:14+01:00;2021-03-08T18:42:14+01:00;2021-03-08T18:42:14+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;10941;CHEVRI-E;CHEVRIERE;7832;47.423915,-0.60920886
268492614;270380568;2021-03-08T18:43:29+01:00;2021-03-08T18:43:29+01:00;2021-03-08T18:43:29+01:00;2021-03-08T18:43:29+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;CHANTOURTEAU;GARES PAPIN>CHANTOURT 9.0;11594;CAMPBO-E;CAMPING BOUCHEMAINE;13123;47.419254,-0.61160378
268492622;270393090;2021-03-08T19:18:00+01:00;2021-03-08T19:18:00+01:00;2021-03-08T19:18:00+01:00;2021-03-08T19:18:00+01:00;T;2021-03-08T05:06:56+01:00;15;EXPRESS CHANTOURTEAU <> GARES;TEST NOIR;Rentrée Chantourteau > Voisin;27100;DEP VOIS;DEPOT VOISIN;790167;47.474392,-0.34430627
268492746;270440961;2021-03-08T06:40:00+01:00;2021-03-08T06:40:00+01:00;2021-03-08T06:40:00+01:00;2021-03-08T06:40:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;0;SARRIDEP;SARRIGNE PLANTES;398822;47.502467,-0.37928276
268492748;270440963;2021-03-08T06:42:02+01:00;2021-03-08T06:42:02+01:00;2021-03-08T06:42:02+01:00;2021-03-08T06:42:02+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;619;SARRCIME;SARRIGNE CIMETIERE;1249;47.501529,-0.38744279
268492749;270440964;2021-03-08T06:43:00+01:00;2021-03-08T06:43:00+01:00;2021-03-08T06:43:00+01:00;2021-03-08T06:43:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;1201;BEDAUDIE;BEDAUDIERE;26883;47.501277,-0.39507999
268492751;270440966;2021-03-08T06:45:00+01:00;2021-03-08T06:45:00+01:00;2021-03-08T06:45:00+01:00;2021-03-08T06:45:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;3639;QVENTS;QUATRE VENTS;4688;47.497229,-0.42084887
268492755;270440970;2021-03-08T06:51:00+01:00;2021-03-08T06:51:00+01:00;2021-03-08T06:51:00+01:00;2021-03-08T06:51:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;6033;STGILLES;SAINT GILLES 30;17692;47.495169,-0.4321232
268492758;270440973;2021-03-08T06:55:00+01:00;2021-03-08T06:55:00+01:00;2021-03-08T06:55:00+01:00;2021-03-08T06:55:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;8112;MERCIER;MERCIER;7042;47.492643,-0.45860409
268492761;270440976;2021-03-08T07:00:00+01:00;2021-03-08T07:00:00+01:00;2021-03-08T07:00:00+01:00;2021-03-08T07:00:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;11737;BARONERI;ST AUBIN LA SALLE;30230;47.489418,-0.50317159
268492765;270440980;2021-03-08T07:05:00+01:00;2021-03-08T07:05:00+01:00;2021-03-08T07:05:00+01:00;2021-03-08T07:05:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;13967;BRISEPOT;BRISEPOTIERE;2222;47.479453,-0.52733485
268492766;270440981;2021-03-08T07:07:00+01:00;2021-03-08T07:07:00+01:00;2021-03-08T07:07:00+01:00;2021-03-08T07:07:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;SARRIGNE > ANGERS HDV 3.1;14645;LUTIN;LUTIN;32534;47.475723,-0.53438288
268492798;270440455;2021-03-08T06:57:02+01:00;2021-03-08T06:57:02+01:00;2021-03-08T06:57:02+01:00;2021-03-08T06:57:02+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;BAUNE CENTRE > ANGERS HDV 3.;5590;SARRCIME;SARRIGNE CIMETIERE;1249;47.501529,-0.38744279
268492803;270440460;2021-03-08T07:03:00+01:00;2021-03-08T07:03:00+01:00;2021-03-08T07:03:00+01:00;2021-03-08T07:03:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;BAUNE CENTRE > ANGERS HDV 3.;9880;MPLAISIR;MONPLAISIR PLESSIS;9967;47.499415,-0.43031206
268492806;270440463;2021-03-08T07:07:00+01:00;2021-03-08T07:07:00+01:00;2021-03-08T07:07:00+01:00;2021-03-08T07:07:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;BAUNE CENTRE > ANGERS HDV 3.;11390;BEAULIEU;BEAULIEU;4126;47.495493,-0.43702716
268492809;270440466;2021-03-08T07:12:00+01:00;2021-03-08T07:12:00+01:00;2021-03-08T07:12:00+01:00;2021-03-08T07:12:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;BAUNE CENTRE > ANGERS HDV 3.;14232;EDF;BERGERIE;6009;47.487457,-0.47134463
268492812;270440469;2021-03-08T07:16:00+01:00;2021-03-08T07:16:00+01:00;2021-03-08T07:16:00+01:00;2021-03-08T07:16:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;BAUNE CENTRE > ANGERS HDV 3.;17105;RTEPARIS;ROUTE DE PARIS;17574;47.489566,-0.50811937
268492814;270440471;2021-03-08T07:19:00+01:00;2021-03-08T07:19:00+01:00;2021-03-08T07:19:00+01:00;2021-03-08T07:19:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;ANGERS;BAUNE CENTRE > ANGERS HDV 3.;18348;CHATENAY;CHATENAY;2146;47.48272,-0.52116387
268493028;270407937;2021-03-08T18:24:00+01:00;2021-03-08T18:24:00+01:00;2021-03-08T18:24:00+01:00;2021-03-08T18:24:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;SARRIGNE;ANGERS > BAUNE CENTRE 3.1;0;HDVMEP;HDV Mise en Place;334331;47.471363,-0.54687838
268493033;270407942;2021-03-08T18:40:00+01:00;2021-03-08T18:40:00+01:00;2021-03-08T18:40:00+01:00;2021-03-08T18:40:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;SARRIGNE;ANGERS > BAUNE CENTRE 3.1;2394;CHATEN-E;CHATENAY;2767;47.482539,-0.52118074
268493034;270407943;2021-03-08T18:42:00+01:00;2021-03-08T18:42:00+01:00;2021-03-08T18:42:00+01:00;2021-03-08T18:42:00+01:00;T;2021-03-08T05:06:56+01:00;30;SARRIGNE PLESSIS <> GARE;SARRIGNE;ANGERS > BAUNE CENTRE 3.1;2975;SEPSON-E;SEPT SONNETTES;26591;47.485759,-0.51507293
